#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
fliF	flgF	511145.b1938	511145.b1077	0.077	0	0.778	0	0.793	0	0	0.917	0.996
fliF	flgG	511145.b1938	511145.b1078	0.159	0	0.775	0	0.848	0.299	0	0.911	0.997
fliF	flgH	511145.b1938	511145.b1079	0.159	0	0.744	0	0.784	0	0	0.941	0.996
fliF	flgI	511145.b1938	511145.b1080	0.159	0	0.768	0	0.766	0.298	0	0.963	0.998
fliF	flgK	511145.b1938	511145.b1082	0.159	0	0.780	0	0.552	0	0	0.865	0.987
fliF	flgL	511145.b1938	511145.b1083	0.099	0	0.760	0	0.487	0	0	0.863	0.982
fliF	flhA	511145.b1938	511145.b1879	0.326	0	0.772	0	0.671	0.118	0	0.982	0.999
fliF	flhB	511145.b1938	511145.b1880	0.326	0	0.743	0	0.723	0	0	0.945	0.997
fliF	cheZ	511145.b1938	511145.b1881	0.219	0	0.315	0	0.360	0	0	0.335	0.741
fliF	cheY	511145.b1938	511145.b1882	0.240	0	0.382	0	0.494	0.141	0	0.707	0.929
fliF	cheB	511145.b1938	511145.b1883	0.159	0	0.307	0	0.320	0	0	0.547	0.796
fliF	cheR	511145.b1938	511145.b1884	0.159	0	0.342	0	0.353	0	0	0.479	0.788
fliF	tap	511145.b1938	511145.b1885	0	0	0.208	0	0.357	0.093	0	0.076	0.516
fliF	tar	511145.b1938	511145.b1886	0	0	0.236	0	0.490	0.093	0	0.076	0.629
fliF	cheW	511145.b1938	511145.b1887	0.159	0	0.408	0	0.333	0	0	0.695	0.885
fliF	cheA	511145.b1938	511145.b1888	0.384	0	0.402	0	0.393	0	0	0.747	0.935
fliF	motB	511145.b1938	511145.b1889	0.159	0	0.757	0	0.305	0	0	0.946	0.991
fliF	motA	511145.b1938	511145.b1890	0.159	0	0.734	0	0.357	0	0	0.219	0.872
fliF	fliA	511145.b1938	511145.b1922	0.311	0	0.696	0	0.720	0	0	0.890	0.992
fliF	fliC	511145.b1938	511145.b1923	0.159	0	0.694	0	0.186	0	0	0.937	0.985
fliF	fliD	511145.b1938	511145.b1924	0.240	0	0.625	0	0.676	0	0	0.914	0.991
fliF	fliS	511145.b1938	511145.b1925	0.256	0	0.663	0	0.784	0	0	0.863	0.991
fliF	fliT	511145.b1938	511145.b1926	0	0	0.190	0	0.679	0	0	0.424	0.837
fliF	fliE	511145.b1938	511145.b1937	0.654	0	0.686	0	0.670	0	0	0.937	0.997
fliF	fliR	511145.b1938	511145.b1950	0.666	0	0.779	0	0.134	0	0	0.950	0.996
fliF	fliQ	511145.b1938	511145.b1949	0.666	0	0.759	0	0.557	0	0	0.945	0.997
fliF	fliO	511145.b1938	511145.b1947	0.669	0	0.488	0	0.760	0	0	0.936	0.997
fliF	fliK	511145.b1938	511145.b1943	0.850	0	0.378	0	0.846	0	0	0.912	0.998
fliF	fliJ	511145.b1938	511145.b1942	0.850	0	0.529	0	0.842	0	0	0.910	0.998
fliF	fliP	511145.b1938	511145.b1948	0.669	0	0.762	0	0.734	0	0	0.945	0.998
fliF	fliH	511145.b1938	511145.b1940	0.888	0	0.623	0	0.848	0.300	0	0.936	0.999
fliF	fliN	511145.b1938	511145.b1946	0.669	0	0.766	0	0.856	0.300	0	0.968	0.999
fliF	fliI	511145.b1938	511145.b1941	0.888	0	0.766	0	0.849	0	0	0.946	0.999
fliF	fliM	511145.b1938	511145.b1945	0.669	0	0.767	0	0.894	0.995	0	0.984	0.999
fliF	fliG	511145.b1938	511145.b1939	0.888	0	0.778	0	0.925	0.997	0	0.995	0.999
fliG	flgN	511145.b1939	511145.b1070	0	0	0.164	0	0.552	0	0	0.686	0.872
fliG	flgM	511145.b1939	511145.b1071	0.059	0	0.161	0	0.634	0	0	0.831	0.944
fliG	flgA	511145.b1939	511145.b1072	0.159	0	0.323	0	0.867	0	0	0.732	0.977
fliG	flgB	511145.b1939	511145.b1073	0.159	0	0.777	0	0.853	0	0	0.944	0.998
fliG	flgC	511145.b1939	511145.b1074	0.159	0	0.782	0	0.851	0	0	0.944	0.998
fliG	flgD	511145.b1939	511145.b1075	0.159	0	0.725	0	0.850	0	0	0.862	0.994
fliG	flgE	511145.b1939	511145.b1076	0.159	0	0.781	0	0.827	0	0	0.936	0.997
fliG	flgF	511145.b1939	511145.b1077	0.074	0	0.774	0	0.802	0	0	0.932	0.996
fliG	flgG	511145.b1939	511145.b1078	0.159	0	0.780	0	0.853	0.397	0	0.902	0.998
fliG	flgH	511145.b1939	511145.b1079	0.159	0	0.674	0	0.856	0.332	0	0.924	0.997
fliG	flgI	511145.b1939	511145.b1080	0.159	0	0.715	0	0.747	0.210	0	0.920	0.995
fliG	flgK	511145.b1939	511145.b1082	0.159	0	0.765	0	0.730	0	0	0.868	0.992
fliG	flgL	511145.b1939	511145.b1083	0.099	0	0.744	0	0.737	0	0	0.864	0.990
fliG	trg	511145.b1939	511145.b1421	0	0	0.365	0	0.183	0.099	0	0.057	0.500
fliG	flhA	511145.b1939	511145.b1879	0.326	0	0.780	0	0.522	0.111	0	0.957	0.996
fliG	flhB	511145.b1939	511145.b1880	0.326	0	0.779	0	0.682	0.526	0	0.943	0.998
fliG	cheZ	511145.b1939	511145.b1881	0.224	0	0.396	0	0.552	0	0	0.766	0.944
fliG	cheY	511145.b1939	511145.b1882	0.243	0	0.458	0	0.552	0.298	0	0.951	0.992
fliG	cheB	511145.b1939	511145.b1883	0.159	0	0.442	0	0.361	0	0	0.752	0.915
fliG	cheR	511145.b1939	511145.b1884	0.159	0	0.483	0	0.360	0.142	0	0.745	0.928
fliG	tap	511145.b1939	511145.b1885	0	0	0.377	0	0.550	0.094	0	0.057	0.728
fliG	tar	511145.b1939	511145.b1886	0	0	0.395	0	0.553	0.094	0	0.057	0.738
fliG	cheW	511145.b1939	511145.b1887	0.159	0	0.554	0	0.458	0	0	0.860	0.967
fliG	cheA	511145.b1939	511145.b1888	0.384	0	0.584	0	0.504	0	0	0.857	0.979
fliG	motB	511145.b1939	511145.b1889	0.159	0	0.731	0	0.310	0	0	0.989	0.998
fliG	motA	511145.b1939	511145.b1890	0.159	0	0.684	0	0.311	0	0	0.611	0.919
fliG	fliY	511145.b1939	511145.b1920	0	0	0	0	0	0	0	0.885	0.886
fliG	fliA	511145.b1939	511145.b1922	0.313	0	0.714	0	0.789	0	0	0.843	0.992
fliG	fliC	511145.b1939	511145.b1923	0.159	0	0.780	0	0.205	0	0	0.935	0.989
fliG	fliD	511145.b1939	511145.b1924	0.245	0	0.741	0	0.780	0	0	0.862	0.993
fliG	fliS	511145.b1939	511145.b1925	0.308	0	0.732	0	0.797	0	0	0.868	0.994
fliG	fliT	511145.b1939	511145.b1926	0	0	0.178	0	0.553	0	0	0.360	0.744
fliG	fliE	511145.b1939	511145.b1937	0.654	0	0.694	0	0.702	0.108	0	0.936	0.997
fliG	fliF	511145.b1939	511145.b1938	0.888	0	0.778	0	0.925	0.997	0	0.995	0.999
fliG	fliO	511145.b1939	511145.b1947	0.669	0	0.385	0	0.769	0	0	0.866	0.992
fliG	fliR	511145.b1939	511145.b1950	0.666	0	0.782	0	0.194	0	0	0.944	0.996
fliG	fliP	511145.b1939	511145.b1948	0.669	0	0.778	0	0.750	0	0	0.943	0.998
fliG	fliQ	511145.b1939	511145.b1949	0.666	0	0.779	0	0.656	0	0	0.935	0.998
fliG	fliK	511145.b1939	511145.b1943	0.850	0	0.367	0	0.857	0	0	0.893	0.998
fliG	fliJ	511145.b1939	511145.b1942	0.850	0.423	0.317	0	0.847	0	0	0.905	0.998
fliG	fliM	511145.b1939	511145.b1945	0.669	0	0.782	0	0.893	0.998	0.800	0.996	0.999
fliG	fliN	511145.b1939	511145.b1946	0.669	0	0.782	0	0.999	0.680	0.800	0.996	0.999
fliG	fliI	511145.b1939	511145.b1941	0.888	0.244	0.780	0	0.853	0.571	0	0.945	0.999
fliG	fliH	511145.b1939	511145.b1940	0.888	0.281	0.500	0	0.912	0.589	0	0.937	0.999
fliH	flgN	511145.b1940	511145.b1070	0.043	0	0.630	0	0.450	0	0	0.851	0.967
fliH	flgM	511145.b1940	511145.b1071	0.074	0	0.677	0	0.501	0	0	0.861	0.976
fliH	flgA	511145.b1940	511145.b1072	0.159	0	0.753	0	0.776	0	0	0.601	0.979
fliH	flgB	511145.b1940	511145.b1073	0.159	0	0.530	0	0.777	0	0	0.848	0.984
fliH	flgC	511145.b1940	511145.b1074	0.159	0	0.210	0	0.807	0	0	0.861	0.979
fliH	flgD	511145.b1940	511145.b1075	0.159	0	0.588	0	0.842	0	0	0.889	0.993
fliH	flgE	511145.b1940	511145.b1076	0.159	0	0.437	0	0.821	0	0	0.912	0.991
fliH	flgF	511145.b1940	511145.b1077	0.068	0	0.567	0	0.849	0	0	0.698	0.979
fliH	flgG	511145.b1940	511145.b1078	0.159	0	0.252	0	0.854	0	0	0.814	0.980
fliH	flgH	511145.b1940	511145.b1079	0.159	0	0.616	0	0.856	0	0	0.798	0.989
fliH	flgI	511145.b1940	511145.b1080	0.159	0	0.373	0	0.811	0.304	0	0.861	0.988
fliH	flgK	511145.b1940	511145.b1082	0.159	0	0.628	0	0.552	0	0	0.887	0.982
fliH	flgL	511145.b1940	511145.b1083	0.099	0	0.598	0	0.381	0	0	0.789	0.946
fliH	flhA	511145.b1940	511145.b1879	0.159	0	0.186	0	0.474	0.995	0	0.992	0.999
fliH	flhB	511145.b1940	511145.b1880	0.159	0	0.216	0	0.746	0.201	0	0.961	0.993
fliH	cheZ	511145.b1940	511145.b1881	0.142	0	0.645	0	0.435	0	0	0.226	0.849
fliH	cheY	511145.b1940	511145.b1882	0	0	0.225	0	0.547	0.304	0	0.483	0.856
fliH	cheB	511145.b1940	511145.b1883	0.159	0	0.189	0	0.550	0	0	0.305	0.758
fliH	cheR	511145.b1940	511145.b1884	0.115	0	0.294	0	0.550	0	0	0.504	0.841
fliH	tap	511145.b1940	511145.b1885	0	0	0.195	0	0.356	0.093	0	0.079	0.508
fliH	tar	511145.b1940	511145.b1886	0	0	0.220	0	0.478	0.093	0	0.079	0.614
fliH	cheW	511145.b1940	511145.b1887	0.159	0	0.285	0	0.323	0	0	0.498	0.768
fliH	cheA	511145.b1940	511145.b1888	0.384	0	0.246	0	0.457	0	0	0.629	0.894
fliH	motB	511145.b1940	511145.b1889	0.159	0	0.565	0	0.244	0	0	0.892	0.966
fliH	motA	511145.b1940	511145.b1890	0.159	0	0.463	0	0.323	0	0	0.210	0.726
fliH	fliY	511145.b1940	511145.b1920	0	0	0	0	0.059	0	0	0.511	0.520
fliH	fliA	511145.b1940	511145.b1922	0.159	0	0.483	0	0.693	0	0	0.750	0.962
fliH	fliC	511145.b1940	511145.b1923	0.099	0	0.223	0	0.316	0	0	0.830	0.908
fliH	fliD	511145.b1940	511145.b1924	0.159	0	0.494	0	0.753	0	0	0.909	0.989
fliH	fliS	511145.b1940	511145.b1925	0.159	0	0.522	0	0.691	0	0	0.912	0.987
fliH	fliT	511145.b1940	511145.b1926	0	0	0.586	0	0.662	0	0	0.731	0.959
fliH	fliE	511145.b1940	511145.b1937	0.654	0	0.730	0	0.332	0	0	0.891	0.992
fliH	fliF	511145.b1940	511145.b1938	0.888	0	0.623	0	0.848	0.300	0	0.936	0.999
fliH	fliG	511145.b1940	511145.b1939	0.888	0.281	0.500	0	0.912	0.589	0	0.937	0.999
fliH	fliQ	511145.b1940	511145.b1949	0.666	0	0.208	0	0.466	0	0	0.948	0.991
fliH	fliP	511145.b1940	511145.b1948	0.669	0	0.175	0	0.675	0	0	0.937	0.993
fliH	fliR	511145.b1940	511145.b1950	0.666	0	0.582	0	0.195	0	0	0.948	0.993
fliH	fliO	511145.b1940	511145.b1947	0.569	0	0.736	0	0.744	0	0	0.939	0.998
fliH	fliN	511145.b1940	511145.b1946	0.669	0	0.353	0	0.865	0.995	0	0.987	0.999
fliH	fliI	511145.b1940	511145.b1941	0.888	0.208	0.342	0	0.855	0.975	0	0.995	0.999
fliH	fliM	511145.b1940	511145.b1945	0.669	0	0.672	0	0.889	0.391	0	0.937	0.999
fliH	fliJ	511145.b1940	511145.b1942	0.850	0.410	0.770	0	0.824	0	0	0.993	0.999
fliH	fliK	511145.b1940	511145.b1943	0.850	0	0.742	0	0.853	0	0	0.935	0.999
fliI	flgN	511145.b1941	511145.b1070	0	0	0	0	0.346	0	0	0.855	0.901
fliI	flgM	511145.b1941	511145.b1071	0.057	0	0	0	0.343	0	0	0.862	0.907
fliI	flgA	511145.b1941	511145.b1072	0.159	0	0.175	0	0.552	0	0	0.748	0.911
fliI	flgB	511145.b1941	511145.b1073	0.159	0	0.728	0	0.673	0	0	0.908	0.992
fliI	flgC	511145.b1941	511145.b1074	0.159	0	0.779	0	0.657	0	0	0.910	0.993
fliI	flgD	511145.b1941	511145.b1075	0.159	0	0.578	0	0.697	0	0	0.888	0.986
fliI	flgE	511145.b1941	511145.b1076	0.159	0	0.767	0	0.595	0	0	0.938	0.994
fliI	flgF	511145.b1941	511145.b1077	0.066	0	0.751	0	0.734	0	0	0.803	0.986
fliI	flgG	511145.b1941	511145.b1078	0.159	0	0.778	0	0.841	0	0	0.862	0.995
fliI	flgH	511145.b1941	511145.b1079	0.159	0	0.489	0	0.787	0.563	0	0.868	0.993
fliI	flgI	511145.b1941	511145.b1080	0.159	0	0.654	0	0.759	0	0	0.883	0.990
fliI	flgK	511145.b1941	511145.b1082	0.159	0	0.712	0	0.451	0	0	0.915	0.987
fliI	flgL	511145.b1941	511145.b1083	0.099	0	0.606	0	0.309	0.332	0	0.792	0.959
fliI	flhA	511145.b1941	511145.b1879	0.326	0	0.784	0	0.380	0.261	0	0.959	0.996
fliI	flhB	511145.b1941	511145.b1880	0.326	0.002	0.782	0	0.574	0.201	0	0.954	0.997
fliI	cheZ	511145.b1941	511145.b1881	0.183	0	0.152	0	0.362	0	0	0.490	0.744
fliI	cheY	511145.b1941	511145.b1882	0.236	0	0.283	0	0.300	0	0	0.491	0.778
fliI	cheB	511145.b1941	511145.b1883	0.159	0	0.316	0	0.361	0	0	0.517	0.799
fliI	cheR	511145.b1941	511145.b1884	0.145	0	0.344	0	0.357	0.858	0	0.533	0.971
fliI	tap	511145.b1941	511145.b1885	0	0	0.221	0	0.319	0.112	0	0	0.487
fliI	tar	511145.b1941	511145.b1886	0	0	0.216	0	0.359	0.112	0	0	0.514
fliI	cheW	511145.b1941	511145.b1887	0.159	0	0.422	0	0.314	0	0	0.606	0.851
fliI	cheA	511145.b1941	511145.b1888	0.384	0	0.441	0	0.368	0	0	0.690	0.923
fliI	motB	511145.b1941	511145.b1889	0.159	0	0.672	0	0.310	0	0	0.902	0.979
fliI	motA	511145.b1941	511145.b1890	0.159	0	0.574	0	0.330	0	0	0.118	0.759
fliI	fliA	511145.b1941	511145.b1922	0.317	0	0.682	0	0.514	0.583	0	0.930	0.996
fliI	fliC	511145.b1941	511145.b1923	0.159	0	0.758	0	0.111	0	0	0.937	0.987
fliI	fliD	511145.b1941	511145.b1924	0.246	0	0.603	0	0.377	0	0	0.911	0.981
fliI	fliS	511145.b1941	511145.b1925	0.257	0	0.635	0	0.393	0.500	0	0.895	0.989
fliI	fliT	511145.b1941	511145.b1926	0	0	0	0	0.504	0.500	0	0.804	0.947
fliI	fliE	511145.b1941	511145.b1937	0.654	0	0.515	0	0.429	0	0	0.913	0.990
fliI	fliF	511145.b1941	511145.b1938	0.888	0	0.766	0	0.849	0	0	0.946	0.999
fliI	fliG	511145.b1941	511145.b1939	0.888	0.244	0.780	0	0.853	0.571	0	0.945	0.999
fliI	fliH	511145.b1941	511145.b1940	0.888	0.208	0.342	0	0.855	0.975	0	0.995	0.999
fliI	fliO	511145.b1941	511145.b1947	0.669	0	0.230	0	0.751	0	0	0.942	0.995
fliI	fliR	511145.b1941	511145.b1950	0.666	0	0.782	0	0.230	0.093	0	0.951	0.997
fliI	fliQ	511145.b1941	511145.b1949	0.666	0	0.783	0	0.573	0	0	0.955	0.998
fliI	fliJ	511145.b1941	511145.b1942	0.850	0.343	0.161	0	0.818	0.930	0	0.987	0.999
fliI	fliK	511145.b1941	511145.b1943	0.850	0	0.240	0	0.887	0	0	0.944	0.999
fliI	fliP	511145.b1941	511145.b1948	0.669	0.010	0.784	0	0.757	0	0	0.956	0.999
fliI	fliN	511145.b1941	511145.b1946	0.669	0	0.782	0	0.855	0.815	0	0.958	0.999
fliI	fliM	511145.b1941	511145.b1945	0.669	0	0.750	0	0.873	0	0	0.941	0.999
fliJ	flgN	511145.b1942	511145.b1070	0	0	0.704	0	0.403	0.622	0	0.932	0.994
fliJ	flgM	511145.b1942	511145.b1071	0.057	0	0.709	0	0.451	0	0	0.887	0.980
fliJ	flgA	511145.b1942	511145.b1072	0.079	0	0.770	0	0.552	0	0	0.696	0.967
fliJ	flgB	511145.b1942	511145.b1073	0.159	0	0.352	0	0.747	0	0	0.907	0.985
fliJ	flgC	511145.b1942	511145.b1074	0.159	0	0	0	0.698	0	0	0.864	0.962
fliJ	flgD	511145.b1942	511145.b1075	0.159	0	0.550	0	0.767	0	0	0.907	0.990
fliJ	flgE	511145.b1942	511145.b1076	0.159	0	0.257	0	0.737	0	0	0.904	0.982
fliJ	flgF	511145.b1942	511145.b1077	0.046	0	0.436	0	0.606	0	0	0.636	0.912
fliJ	flgG	511145.b1942	511145.b1078	0.159	0	0	0	0.792	0	0	0.814	0.964
fliJ	flgH	511145.b1942	511145.b1079	0.074	0	0.591	0	0.751	0	0	0.848	0.983
fliJ	flgI	511145.b1942	511145.b1080	0.061	0	0.273	0	0.745	0	0	0.804	0.961
fliJ	flgK	511145.b1942	511145.b1082	0.113	0	0.636	0	0.379	0	0	0.864	0.969
fliJ	flgL	511145.b1942	511145.b1083	0.071	0	0.645	0	0.431	0	0	0.789	0.955
fliJ	flhA	511145.b1942	511145.b1879	0.159	0	0	0	0.337	0.699	0	0.981	0.996
fliJ	flhB	511145.b1942	511145.b1880	0.159	0	0	0	0.558	0	0	0.936	0.974
fliJ	cheZ	511145.b1942	511145.b1881	0.115	0	0.695	0	0.507	0	0	0.199	0.879
fliJ	cheY	511145.b1942	511145.b1882	0	0	0.198	0	0.365	0	0	0.323	0.625
fliJ	cheB	511145.b1942	511145.b1883	0.159	0	0.162	0	0.359	0	0	0.239	0.610
fliJ	cheR	511145.b1942	511145.b1884	0.115	0	0.212	0	0.345	0	0	0.217	0.594
fliJ	tap	511145.b1942	511145.b1885	0	0	0	0	0.412	0	0	0	0.412
fliJ	tar	511145.b1942	511145.b1886	0	0	0.176	0	0.361	0	0	0	0.450
fliJ	cheW	511145.b1942	511145.b1887	0.115	0	0.196	0	0.356	0	0	0.196	0.582
fliJ	cheA	511145.b1942	511145.b1888	0.384	0	0.174	0	0.361	0	0	0.249	0.723
fliJ	motB	511145.b1942	511145.b1889	0.159	0	0.618	0	0.353	0	0	0.802	0.953
fliJ	motA	511145.b1942	511145.b1890	0.159	0	0.558	0	0.329	0	0	0.141	0.757
fliJ	fliA	511145.b1942	511145.b1922	0.159	0	0.386	0	0.555	0	0	0.753	0.935
fliJ	fliC	511145.b1942	511145.b1923	0.071	0	0	0	0.184	0	0	0.843	0.871
fliJ	fliD	511145.b1942	511145.b1924	0.159	0	0.387	0	0.526	0	0	0.910	0.975
fliJ	fliS	511145.b1942	511145.b1925	0.159	0	0.426	0	0.550	0	0	0.923	0.981
fliJ	fliT	511145.b1942	511145.b1926	0	0	0.478	0	0.337	0.500	0	0.866	0.973
fliJ	fliE	511145.b1942	511145.b1937	0.527	0	0.731	0	0.449	0	0	0.863	0.989
fliJ	fliF	511145.b1942	511145.b1938	0.850	0	0.529	0	0.842	0	0	0.910	0.998
fliJ	fliG	511145.b1942	511145.b1939	0.850	0.423	0.317	0	0.847	0	0	0.905	0.998
fliJ	fliH	511145.b1942	511145.b1940	0.850	0.410	0.770	0	0.824	0	0	0.993	0.999
fliJ	fliI	511145.b1942	511145.b1941	0.850	0.343	0.161	0	0.818	0.930	0	0.987	0.999
fliJ	fliR	511145.b1942	511145.b1950	0.594	0	0.365	0	0.214	0	0	0.936	0.985
fliJ	fliP	511145.b1942	511145.b1948	0.599	0	0	0	0.745	0	0	0.936	0.992
fliJ	fliQ	511145.b1942	511145.b1949	0.594	0	0	0	0.713	0	0	0.942	0.992
fliJ	fliN	511145.b1942	511145.b1946	0.619	0	0.159	0	0.843	0	0	0.929	0.996
fliJ	fliO	511145.b1942	511145.b1947	0.599	0	0.723	0	0.752	0	0	0.942	0.998
fliJ	fliM	511145.b1942	511145.b1945	0.625	0	0.558	0	0.855	0	0	0.945	0.998
fliJ	fliK	511145.b1942	511145.b1943	0.888	0	0.697	0	0.855	0	0	0.937	0.999
fliK	flgN	511145.b1943	511145.b1070	0.050	0	0.538	0	0.537	0	0	0.796	0.953
fliK	flgM	511145.b1943	511145.b1071	0.071	0	0.482	0	0.497	0	0	0.793	0.943
fliK	flgA	511145.b1943	511145.b1072	0.115	0	0.647	0	0.751	0	0	0.888	0.990
fliK	flgB	511145.b1943	511145.b1073	0.159	0	0.377	0	0.764	0	0	0.933	0.990
fliK	flgC	511145.b1943	511145.b1074	0.159	0	0	0	0.774	0	0	0.865	0.972
fliK	flgD	511145.b1943	511145.b1075	0.159	0	0.588	0	0.872	0.454	0	0.980	0.999
fliK	flgE	511145.b1943	511145.b1076	0.159	0	0.383	0	0.784	0.454	0	0.939	0.995
fliK	flgF	511145.b1943	511145.b1077	0.071	0	0.410	0	0.623	0	0	0.789	0.950
fliK	flgG	511145.b1943	511145.b1078	0.159	0	0.170	0	0.863	0	0	0.932	0.992
fliK	flgH	511145.b1943	511145.b1079	0.115	0	0.579	0	0.926	0	0	0.911	0.997
fliK	flgI	511145.b1943	511145.b1080	0.115	0	0.289	0	0.842	0	0	0.919	0.990
fliK	flgK	511145.b1943	511145.b1082	0.159	0	0.329	0	0.638	0	0	0.936	0.985
fliK	flgL	511145.b1943	511145.b1083	0.099	0	0.300	0	0.617	0	0	0.901	0.973
fliK	flhA	511145.b1943	511145.b1879	0.326	0	0	0	0.335	0	0	0.936	0.969
fliK	flhB	511145.b1943	511145.b1880	0.326	0	0.181	0	0.514	0	0	0.992	0.997
fliK	cheZ	511145.b1943	511145.b1881	0.218	0	0.625	0	0.475	0	0	0.300	0.877
fliK	cheY	511145.b1943	511145.b1882	0.238	0	0.236	0	0.555	0	0	0.477	0.846
fliK	cheB	511145.b1943	511145.b1883	0.159	0	0	0	0.481	0	0	0.548	0.786
fliK	cheR	511145.b1943	511145.b1884	0.115	0	0.204	0	0.449	0	0	0.285	0.685
fliK	tar	511145.b1943	511145.b1886	0	0	0.241	0	0.569	0	0	0	0.658
fliK	cheW	511145.b1943	511145.b1887	0.159	0	0.191	0	0.314	0	0	0.460	0.714
fliK	cheA	511145.b1943	511145.b1888	0.384	0	0.193	0	0.437	0	0	0.473	0.832
fliK	motB	511145.b1943	511145.b1889	0.159	0	0.421	0	0.327	0	0	0.866	0.950
fliK	motA	511145.b1943	511145.b1890	0.166	0	0.321	0	0.339	0	0	0.102	0.618
fliK	fliA	511145.b1943	511145.b1922	0.326	0	0.344	0	0.566	0	0	0.867	0.971
fliK	fliC	511145.b1943	511145.b1923	0.099	0	0.299	0	0.193	0	0	0.909	0.947
fliK	fliD	511145.b1943	511145.b1924	0.207	0	0.724	0	0.550	0	0	0.935	0.992
fliK	fliS	511145.b1943	511145.b1925	0.241	0	0.594	0	0.552	0	0	0.870	0.979
fliK	fliT	511145.b1943	511145.b1926	0	0	0.748	0	0.546	0	0	0.566	0.946
fliK	fliE	511145.b1943	511145.b1937	0.635	0	0.684	0	0.558	0	0	0.912	0.994
fliK	fliF	511145.b1943	511145.b1938	0.850	0	0.378	0	0.846	0	0	0.912	0.998
fliK	fliG	511145.b1943	511145.b1939	0.850	0	0.367	0	0.857	0	0	0.893	0.998
fliK	fliH	511145.b1943	511145.b1940	0.850	0	0.742	0	0.853	0	0	0.935	0.999
fliK	fliI	511145.b1943	511145.b1941	0.850	0	0.240	0	0.887	0	0	0.944	0.999
fliK	fliJ	511145.b1943	511145.b1942	0.888	0	0.697	0	0.855	0	0	0.937	0.999
fliK	fliR	511145.b1943	511145.b1950	0.688	0	0.434	0	0.154	0	0	0.908	0.984
fliK	fliQ	511145.b1943	511145.b1949	0.688	0	0.157	0	0.552	0	0	0.934	0.991
fliK	fliP	511145.b1943	511145.b1948	0.692	0	0	0	0.736	0	0	0.908	0.991
fliK	fliN	511145.b1943	511145.b1946	0.692	0	0.209	0	0.855	0	0	0.811	0.992
fliK	fliO	511145.b1943	511145.b1947	0.692	0	0.711	0	0.767	0	0	0.909	0.997
fliK	fliM	511145.b1943	511145.b1945	0.692	0	0.539	0	0.849	0	0	0.933	0.998
fliM	flgN	511145.b1945	511145.b1070	0	0	0.309	0	0.553	0	0	0.687	0.894
fliM	flgM	511145.b1945	511145.b1071	0.115	0	0.315	0	0.570	0	0	0.864	0.960
fliM	flgA	511145.b1945	511145.b1072	0.159	0	0.543	0	0.797	0	0	0.861	0.987
fliM	flgB	511145.b1945	511145.b1073	0.159	0	0.768	0	0.890	0	0	0.945	0.998
fliM	flgC	511145.b1945	511145.b1074	0.159	0	0.755	0	0.852	0	0	0.944	0.998
fliM	flgD	511145.b1945	511145.b1075	0.159	0	0.736	0	0.855	0	0	0.864	0.995
fliM	flgE	511145.b1945	511145.b1076	0.159	0	0.759	0	0.886	0	0	0.957	0.998
fliM	flgF	511145.b1945	511145.b1077	0.057	0	0.755	0	0.845	0	0	0.912	0.996
fliM	flgG	511145.b1945	511145.b1078	0.159	0	0.734	0	0.894	0.391	0	0.924	0.998
fliM	flgH	511145.b1945	511145.b1079	0.159	0	0.662	0	0.857	0.332	0	0.920	0.997
fliM	flgI	511145.b1945	511145.b1080	0.159	0	0.668	0	0.833	0.304	0	0.899	0.996
fliM	flgK	511145.b1945	511145.b1082	0.159	0	0.758	0	0.634	0	0	0.866	0.988
fliM	flgL	511145.b1945	511145.b1083	0.099	0	0.749	0	0.552	0	0	0.848	0.982
fliM	trg	511145.b1945	511145.b1421	0.063	0	0.430	0	0.134	0.097	0	0.131	0.570
fliM	flhA	511145.b1945	511145.b1879	0.326	0	0.724	0	0.531	0.202	0	0.940	0.995
fliM	flhB	511145.b1945	511145.b1880	0.326	0	0.720	0	0.743	0	0	0.944	0.996
fliM	cheZ	511145.b1945	511145.b1881	0.326	0	0.663	0	0.489	0	0	0.941	0.992
fliM	cheY	511145.b1945	511145.b1882	0.326	0	0.696	0	0.407	0.932	0	0.995	0.999
fliM	cheB	511145.b1945	511145.b1883	0.320	0	0.491	0	0.327	0.942	0	0.935	0.998
fliM	cheR	511145.b1945	511145.b1884	0.159	0	0.537	0	0.390	0	0	0.937	0.983
fliM	tap	511145.b1945	511145.b1885	0.063	0	0.444	0	0.458	0.093	0	0.131	0.736
fliM	tar	511145.b1945	511145.b1886	0.063	0	0.489	0	0.634	0.093	0	0.131	0.836
fliM	cheW	511145.b1945	511145.b1887	0.159	0	0.625	0	0.578	0	0	0.936	0.990
fliM	cheA	511145.b1945	511145.b1888	0.384	0	0.595	0	0.691	0	0	0.982	0.998
fliM	motB	511145.b1945	511145.b1889	0.159	0	0.736	0	0.558	0	0	0.966	0.996
fliM	motA	511145.b1945	511145.b1890	0.159	0	0.654	0	0.497	0	0	0.262	0.877
fliM	fliY	511145.b1945	511145.b1920	0	0	0	0	0	0	0	0.847	0.848
fliM	fliA	511145.b1945	511145.b1922	0.326	0	0.693	0	0.808	0.197	0	0.955	0.998
fliM	fliC	511145.b1945	511145.b1923	0.116	0	0.743	0	0.298	0	0	0.949	0.990
